Name,Position,OverallRating
Gerald Green,SF,69
Gerald Wallace,SF,69
Grant Hill,SF,69
Greg Smith,SF,69
Gustavo Ayon,SF,68
Harrison Barnes,SF,69
Hasheem Thabeet,SF,68
Ian Mahinmi,SF,68
Iman Shumpert,SF,69
Ish Smith,SF,68
Ivan Johnson,SF,69
JJ Redick,SF,70
JR Smith,SF,69
JaVale McGee,SF,69
Jamal Crawford,SF,69
James Anderson,SF,67
James Harden,SF,71
James Jones,SF,69
James White,SF,69
Jarrett Jack,SF,71
Jason Kidd,SF,68
Jason Terry,SF,70
Jeff Ayres,SF,68
Jeff Green,SF,70
Jeff Teague,SF,70
Jeremy Lin,SF,68
Jerry Stackhouse,SF,67
Jerryd Bayless,SF,70
Jimmy Butler,SF,69
Joakim Noah,SF,70
Jodie Meeks,SF,68
Joe Johnson,SF,69
Joel Anthony,SF,67
Johan Petro,SF,69
John Henson,SF,68
John Jenkins,SF,66
Jon Leuer,SF,68
Jordan Crawford,SF,68
Jordan Hamilton,SF,64
Jordan Hill,SF,69
Josh Smith,SF,71
Julyan Stone,SF,71
Kawhi Leonard,SF,70
Keith Bogans,SF,66
Kendrick Perkins,SF,68
Kenneth Faried,SF,69
Kent Bazemore,SF,70
Kenyon Martin,SF,69
Kevin Durant,SF,72
Kevin Garnett,SF,72
Kevin Martin,SF,69
Keyon Dooling,SF,68
Kirk Hinrich,SF,70
Klay Thompson,SF,69
Kosta Koufos,SF,68
Kris Humphries,SF,69
Kyle Korver,SF,69
Lamar Odom,SF,70
Lance Stephenson,SF,70
Larry Sanders,SF,70
LeBron James,SF,72
Luc Mbah a Moute,SF,69
Luol Deng,SF,69
Malcolm Thomas,SF,69
Manu Ginobili,SF,71
MarShon Brooks,SF,68
Marc Gasol,SF,70
Marco Belinelli,SF,70
Marcus Camby,SF,73
Mario Chalmers,SF,70
Marquis Daniels,SF,71
Marquis Teague,SF,69
Matt Barnes,SF,70
Matt Bonner,SF,69
Metta World Peace,SF,68
Mike Conley,SF,71
Mike Dunleavy,SF,71
Mike Miller,SF,69
Mike Scott,SF,71
Mirza Teletovic,SF,64
Monta Ellis,SF,70
Nando De Colo,SF,70
Nate Robinson,SF,71
Nazr Mohammed,SF,69
Nick Collison,SF,70
Norris Cole,SF,70
Omer Asik,SF,70
Orlando Johnson,SF,68
Pablo Prigioni,SF,70
Patrick Beverley,SF,70
Patty Mills,SF,69
Pau Gasol,SF,72
Paul George,SF,71
Paul Pierce,SF,71
Perry Jones III,SF,65
Quentin Richardson,SF,68
Quincy Pondexter,SF,69
Rashard Lewis,SF,70
Ray Allen,SF,69
Raymond Felton,SF,70
Reggie Evans,SF,69
Reggie Jackson,SF,70
Richard Hamilton,SF,69
Richard Jefferson,SF,69
Robert Sacre,SF,67
Ronnie Brewer,SF,65
Ronny Turiaf,SF,69
Roy Hibbert,SF,70
Russell Westbrook,SF,72
Ryan Hollins,SF,69
Sam Young,SF,68
Samuel Dalembert,SF,67
Scott Machado,SF,76
Serge Ibaka,SF,69
Shane Battier,SF,68
Shavlik Randolph,SF,67
Shelvin Mack,SF,73
Stephen Curry,SF,71
Steve Blake,SF,69
Steve Nash,SF,71
Steve Novak,SF,69
Taj Gibson,SF,69
Tayshaun Prince,SF,68
Terrence Jones,SF,68
Terrence Williams,SF,69
Thabo Sefolosha,SF,69
Tiago Splitter,SF,69
Tim Duncan,SF,70
Tony Allen,SF,70
Tony Parker,SF,72
Tony Wroten,SF,70
Tracy McGrady,SF,68
Ty Lawson,SF,72
Tyler Hansbrough,SF,69
Tyshawn Taylor,SF,65
Tyson Chandler,SF,69
Udonis Haslem,SF,69
Vladimir Radmanovic,SF,75
Willie Green,SF,70
Wilson Chandler,SF,69
Zach Randolph,SF,70
Al Harrington,SF,68
Al Jefferson,SF,70
Alan Anderson,SF,69
Amir Johnson,SF,70
Andray Blatche,SF,70
Andre Iguodala,SF,70
Andre Miller,SF,70
Andre Roberson,SF,66
Andrei Kirilenko,SF,69
Anthony Tolliver,SF,71
Aron Baynes,SF,69
Austin Daye,SF,66
Beno Udrih,SF,70
Bernard James,SF,65
Bismack Biyombo,SF,68
Blake Griffin,SF,71
Boris Diaw,SF,70
Bradley Beal,SF,70
Brandan Wright,SF,71
C.J. Watson,SF,69
CJ McCollum,SF,66
Carlos Boozer,SF,70
Caron Butler,SF,68
Cartier Martin,SF,69
Chandler Parsons,SF,69
Chris Andersen,SF,70
Chris Bosh,SF,70
Chris Copeland,SF,69
Chris Douglas-Roberts,SF,71
Chris Paul,SF,72
Chuck Hayes,SF,68
Cody Zeller,SF,68
Cory Joseph,SF,70
Courtney Lee,SF,69
D.J. Augustin,SF,71
DJ White,SF,68
Damian Lillard,SF,71
Danny Granger,SF,68
Danny Green,SF,69
Darren Collison,SF,70
David Lee,SF,70
David West,SF,70
DeAndre Jordan,SF,70
DeJuan Blair,SF,70
DeMar DeRozan,SF,70
DeMarre Carroll,SF,69
Dennis Schroder,SF,73
Derek Fisher,SF,68
Deron Williams,SF,71
Devin Harris,SF,71
Dirk Nowitzki,SF,70
Donald Sloan,SF,70
Dorell Wright,SF,69
Draymond Green,SF,70
Drew Gooden,SF,68
Dwight Howard,SF,71
Dwyane Wade,SF,71
Earl Watson,SF,66
Ed Davis,SF,68
Elton Brand,SF,68
Evan Turner,SF,70
Francisco Garcia,SF,67
Garrett Temple,SF,71
Gary Neal,SF,69
George Hill,SF,70
Gerald Henderson,SF,69
Glen Davis,SF,70
Greg Oden,SF,66
Greivis Vasquez,SF,71
Harrison Barnes,SF,69
Hasheem Thabeet,SF,64
Hedo Turkoglu,SF,69
Hilton Armstrong,SF,70
Ian Mahinmi,SF,68
JJ Redick,SF,69
Jae Crowder,SF,68
Jamaal Franklin,SF,67
Jamal Crawford,SF,70
James Harden,SF,71
James Johnson,SF,69
James Jones,SF,69
Jannero Pargo,SF,74
Jared Dudley,SF,68
Jeff Ayres,SF,70
Jeff Teague,SF,72
Jeremy Lamb,SF,69
Jeremy Lin,SF,70
Jermaine O'Neal,SF,70
Jimmy Butler,SF,69
Joakim Noah,SF,70
Joe Johnson,SF,70
Joel Freeland,SF,67
John Salmons,SF,68
John Wall,SF,71
Jon Leuer,SF,71
Jonas Valanciunas,SF,70
Jordan Crawford,SF,69
Jorge Gutierrez,SF,69
Jose Calderon,SF,70
Josh McRoberts,SF,70
Kawhi Leonard,SF,70
Kemba Walker,SF,72
Kendrick Perkins,SF,69
Kevin Durant,SF,71
Kevin Garnett,SF,70
Kevin Seraphin,SF,66
Kirk Hinrich,SF,70
Klay Thompson,SF,70
Kosta Koufos,SF,69
Kyle Korver,SF,69
Kyle Lowry,SF,71
LaMarcus Aldridge,SF,70
Lance Stephenson,SF,70
Landry Fields,SF,66
Lavoy Allen,SF,69
LeBron James,SF,72
Lou Williams,SF,70
Luis Scola,SF,69
Luke Ridnour,SF,72
Manu Ginobili,SF,71
Marc Gasol,SF,70
Marcin Gortat,SF,70
Marco Belinelli,SF,69
Marcus Thornton,SF,69
Mario Chalmers,SF,70
Marreese Speights,SF,70
Martell Webster,SF,68
Mason Plumlee,SF,68
Matt Barnes,SF,69
Matt Bonner,SF,69
Meyers Leonard,SF,65
Michael Beasley,SF,70
Michael Kidd-Gilchrist,SF,70
Mike Conley,SF,71
Mike Dunleavy,SF,70
Mike Miller,SF,69
Mike Muscala,SF,65
Mike Scott,SF,69
Mirza Teletovic,SF,69
Mo Williams,SF,69
Monta Ellis,SF,70
Nando De Colo,SF,65
Nazr Mohammed,SF,66
Nemanja Nedovic,SF,63
Nene,SF,70
Nick Collison,SF,69
Nicolas Batum,SF,70
Norris Cole,SF,69
Ognjen Kuzmic,SF,65
Omer Asik,SF,69
Otto Porter Jr.,SF,67
Patrick Beverley,SF,68
Patrick Patterson,SF,70
Patty Mills,SF,70
Paul George,SF,71
Paul Millsap,SF,71
Paul Pierce,SF,70
Pero Antic,SF,67
Perry Jones III,SF,68
Rashard Lewis,SF,69
Rasual Butler,SF,69
Ray Allen,SF,70
Reggie Bullock,SF,78
Reggie Jackson,SF,70
Robin Lopez,SF,69
Roy Hibbert,SF,69
Russell Westbrook,SF,73
Ryan Hollins,SF,68
Samuel Dalembert,SF,69
Serge Ibaka,SF,69
Shane Battier,SF,69
Shane Larkin,SF,68
Shaun Livingston,SF,70
Shawn Marion,SF,69
Shelvin Mack,SF,72
Solomon Hill,SF,64
Stephen Curry,SF,71
Steve Blake,SF,68
Steve Novak,SF,66
Steven Adams,SF,69
Taj Gibson,SF,70
Tayshaun Prince,SF,68
Terrence Jones,SF,69
Terrence Ross,SF,67
Thabo Sefolosha,SF,68
Thomas Robinson,SF,69
Tiago Splitter,SF,70
Tim Duncan,SF,70
Toney Douglas,SF,70
Tony Allen,SF,69
Tony Parker,SF,71
Tony Snell,SF,67
Trevor Ariza,SF,70
Trevor Booker,SF,69
Troy Daniels,SF,70
Tyler Hansbrough,SF,69
Udonis Haslem,SF,69
Victor Claver,SF,66
Vince Carter,SF,70
Wayne Ellington,SF,72
Wesley Matthews,SF,69
Will Barton,SF,70
Willie Green,SF,69
Zach Randolph,SF,70
Aaron Brooks,SF,70
Al Horford,SF,71
Al-Farouq Aminu,SF,70
Alan Anderson,SF,70
Alexis Ajinca,SF,72
Allen Crabbe,SF,70
Alonzo Gee,SF,69
Amar'e Stoudemire,SF,69
Amir Johnson,SF,70
Andre Iguodala,SF,70
Andrew Bogut,SF,70
Anthony Davis,SF,71
Aron Baynes,SF,68
Arron Afflalo,SF,67
Austin Rivers,SF,69
Avery Bradley,SF,68
Beno Udrih,SF,70
Bernard James,SF,64
Blake Griffin,SF,72
Bojan Bogdanovic,SF,69
Boris Diaw,SF,70
Bradley Beal,SF,70
Brandon Bass,SF,69
Brandon Rush,SF,68
Brendan Haywood,SF,65
Brook Lopez,SF,69
CJ McCollum,SF,69
Chandler Parsons,SF,68
Charlie Villanueva,SF,70
Chris Kaman,SF,70
Chris Paul,SF,72
Clint Capela,SF,70
Corey Brewer,SF,69
Cory Joseph,SF,70
Courtney Lee,SF,70
Dahntay Jones,SF,70
Damian Lillard,SF,70
Danny Green,SF,69
Dante Cunningham,SF,70
Darius Morris,SF,65
David Lee,SF,69
DeAndre Jordan,SF,70
DeMar DeRozan,SF,71
DeMarre Carroll,SF,70
Dennis Schroder,SF,72
Deron Williams,SF,71
Derrick Rose,SF,71
Devin Harris,SF,68
Dirk Nowitzki,SF,70
Doug McDermott,SF,70
Draymond Green,SF,71
Drew Gooden,SF,69
Dwight Howard,SF,70
Dwight Powell,SF,70
E'Twaun Moore,SF,69
Earl Clark,SF,68
Ekpe Udoh,SF,67
Elton Brand,SF,67
Eric Gordon,SF,70
Ersan Ilyasova,SF,68
Evan Turner,SF,71
Festus Ezeli,SF,70
Garrett Temple,SF,68
Gerald Wallace,SF,65
Giannis Antetokounmpo,SF,69
Gigi Datome,SF,68
Glen Davis,SF,68
Greg Smith,SF,64
Greg Stiemsma,SF,74
Greivis Vasquez,SF,69
Harrison Barnes,SF,69
Hedo Turkoglu,SF,68
Iman Shumpert,SF,68
Isaiah Thomas,SF,72
J.J. Barea,SF,71
JJ Redick,SF,69
JR Smith,SF,69
JaMychal Green,SF,68
Jae Crowder,SF,70
Jamal Crawford,SF,69
James Harden,SF,72
James Johnson,SF,69
James Jones,SF,68
James Michael McAdoo,SF,70
Jared Dudley,SF,70
Jared Sullinger,SF,70
Jarrett Jack,SF,71
Jason Terry,SF,69
Jeff Ayres,SF,67
Jeff Green,SF,69
Jeff Teague,SF,71
Jerome Jordan,SF,67
Jerryd Bayless,SF,70
Jimmy Butler,SF,70
Joakim Noah,SF,69
Joe Harris,SF,71
Joe Johnson,SF,70
Joel Freeland,SF,65
Joey Dorsey,SF,70
John Henson,SF,69
John Jenkins,SF,70
John Wall,SF,72
Johnny O'Bryant III,SF,69
Jon Leuer,SF,70
Jonas Jerebko,SF,67
Jonas Valanciunas,SF,70
Jordan Adams,SF,70
Jorge Gutierrez,SF,69
Josh Smith,SF,71
Jrue Holiday,SF,71
Justin Holiday,SF,71
Kawhi Leonard,SF,70
Kelly Olynyk,SF,69
Kendrick Perkins,SF,68
Kent Bazemore,SF,69
Kevin Love,SF,71
Kevin Seraphin,SF,69
Khris Middleton,SF,69
Kirk Hinrich,SF,69
Klay Thompson,SF,70
Kosta Koufos,SF,69
Kostas Papanikolaou,SF,67
Kris Humphries,SF,72
Kyle Korver,SF,69
Kyle Lowry,SF,70
Kyrie Irving,SF,70
LaMarcus Aldridge,SF,70
LeBron James,SF,73
Leandro Barbosa,SF,70
Lester Hudson,SF,70
Lou Williams,SF,69
Manu Ginobili,SF,72
Marc Gasol,SF,71
Marcin Gortat,SF,70
Marco Belinelli,SF,71
Marcus Smart,SF,70
Markel Brown,SF,72
Marreese Speights,SF,70
Martell Webster,SF,68
Mason Plumlee,SF,69
Matt Barnes,SF,69
Matt Bonner,SF,67
Matthew Dellavedova,SF,69
Meyers Leonard,SF,71
Michael Carter-Williams,SF,71
Mike Conley,SF,71
Mike Dunleavy,SF,70
Mike Miller,SF,70
Mike Muscala,SF,69
Mike Scott,SF,69
Miles Plumlee,SF,68
Mirza Teletovic,SF,66
Monta Ellis,SF,71
Nazr Mohammed,SF,68
Nene,SF,69
Nick Calathes,SF,69
Nick Johnson,SF,68
Nicolas Batum,SF,70
Nikola Mirotic,SF,69
Norris Cole,SF,69
O.J. Mayo,SF,70
Omer Asik,SF,68
Otto Porter Jr.,SF,69
Pablo Prigioni,SF,69
Patrick Patterson,SF,70
Patty Mills,SF,71
Pau Gasol,SF,71
Paul Millsap,SF,70
Paul Pierce,SF,70
Pero Antic,SF,69
Phil Pressey,SF,66
Quincy Pondexter,SF,69
Rajon Rondo,SF,70
Ramon Sessions,SF,69
Rasual Butler,SF,66
Raymond Felton,SF,69
Richard Jefferson,SF,68
Robin Lopez,SF,69
Russ Smith,SF,70
Ryan Anderson,SF,70
Shaun Livingston,SF,70
Shawn Marion,SF,67
Shelvin Mack,SF,70
Spencer Hawes,SF,70
Stephen Curry,SF,72
Steve Blake,SF,69
Taj Gibson,SF,69
Terrence Jones,SF,69
Terrence Ross,SF,68
Thaddeus Young,SF,69
Tiago Splitter,SF,69
Tim Duncan,SF,71
Tim Frazier,SF,65
Timofey Mozgov,SF,70
Tony Allen,SF,69
Tony Parker,SF,69
Tony Snell,SF,69
Trevor Ariza,SF,69
Tristan Thompson,SF,69
Tyler Ennis,SF,70
Tyler Hansbrough,SF,68
Tyler Zeller,SF,69
Tyreke Evans,SF,70
Tyson Chandler,SF,69
Vince Carter,SF,69
Will Bynum,SF,70
Zach Randolph,SF,70
Zaza Pachulia,SF,69
Aaron Harrison,SF,65
Al Horford,SF,70
Al Jefferson,SF,70
Al-Farouq Aminu,SF,70
Allen Crabbe,SF,69
Amar'e Stoudemire,SF,69
Amir Johnson,SF,70
Anderson Varejao,SF,69
Andre Drummond,SF,69
Andre Iguodala,SF,70
Andre Miller,SF,71
Andre Roberson,SF,68
Andrew Bogut,SF,70
Andrew Goudelock,SF,69
Anthony Morrow,SF,69
Anthony Tolliver,SF,68
Aron Baynes,SF,69
Austin Rivers,SF,70
Avery Bradley,SF,69
Bismack Biyombo,SF,69
Blake Griffin,SF,71
Boban Marjanovic,SF,71
Boris Diaw,SF,70
Brandon Rush,SF,69
Brian Roberts,SF,68
Briante Weber,SF,67
C.J. Wilcox,SF,66
CJ McCollum,SF,70
CJ Miles,SF,68
Cameron Payne,SF,69
Channing Frye,SF,70
Charlie Villanueva,SF,70
Chris Andersen,SF,69
Chris Kaman,SF,69
Chris Paul,SF,73
Clint Capela,SF,69
Cody Zeller,SF,70
Cole Aldrich,SF,70
Corey Brewer,SF,69
Cory Joseph,SF,70
Courtney Lee,SF,68
Dahntay Jones,SF,69
Damian Lillard,SF,71
Danny Green,SF,69
David Lee,SF,70
David West,SF,69
DeAndre Jordan,SF,70
DeMar DeRozan,SF,70
DeMarre Carroll,SF,69
Delon Wright,SF,69
Dennis Schroder,SF,72
Deron Williams,SF,71
Devin Harris,SF,69
Dion Waiters,SF,69
Dirk Nowitzki,SF,70
Donatas Motiejunas,SF,70
Dorell Wright,SF,73
Draymond Green,SF,71
Dwight Howard,SF,70
Dwight Powell,SF,70
Dwyane Wade,SF,71
Ed Davis,SF,70
Enes Freedom,SF,70
Evan Turner,SF,70
Festus Ezeli,SF,70
Frank Kaminsky,SF,69
George Hill,SF,70
Gerald Green,SF,68
Gerald Henderson,SF,69
Glenn Robinson III,SF,69
Goran Dragic,SF,71
Harrison Barnes,SF,68
Hassan Whiteside,SF,70
Ian Clark,SF,70
Ian Mahinmi,SF,69
Iman Shumpert,SF,69
Isaiah Thomas,SF,71
J.J. Barea,SF,70
JJ Redick,SF,69
JR Smith,SF,69
JaMychal Green,SF,70
JaVale McGee,SF,68
Jae Crowder,SF,69
Jamal Crawford,SF,69
James Harden,SF,73
James Johnson,SF,70
James Jones,SF,67
James Michael McAdoo,SF,68
James Young,SF,67
Jared Sullinger,SF,70
Jarell Martin,SF,68
Jason Terry,SF,68
Jason Thompson,SF,68
Jeff Ayres,SF,71
Jeff Green,SF,69
Jeff Teague,SF,71
Jeremy Lamb,SF,73
Jeremy Lin,SF,70
Jodie Meeks,SF,72
Joe Johnson,SF,69
Joe Young,SF,71
John Holland,SF,66
Jonas Jerebko,SF,70
Jonas Valanciunas,SF,71
Jonathon Simmons,SF,70
Jordan Farmar,SF,69
Jordan Hill,SF,67
Jordan McRae,SF,74
Jordan Mickey,SF,73
Jorge Gutierrez,SF,67
Josh Huestis,SF,69
Josh McRoberts,SF,69
Josh Richardson,SF,69
Josh Smith,SF,70
Justin Anderson,SF,70
Justise Winslow,SF,69
KJ McDaniels,SF,68
Kawhi Leonard,SF,71
Kelly Olynyk,SF,68
Kemba Walker,SF,71
Kent Bazemore,SF,69
Kentavious Caldwell-Pope,SF,69
Kevin Durant,SF,71
Kevin Love,SF,70
Kevin Martin,SF,70
Kirk Hinrich,SF,69
Klay Thompson,SF,70
Kris Humphries,SF,71
Kyle Anderson,SF,68
Kyle Korver,SF,69
Kyle Lowry,SF,71
Kyle Singler,SF,67
Kyrie Irving,SF,71
LaMarcus Aldridge,SF,70
Lamar Patterson,SF,71
Lance Stephenson,SF,70
Lavoy Allen,SF,68
LeBron James,SF,73
Leandro Barbosa,SF,70
Luc Mbah a Moute,SF,69
Lucas Nogueira,SF,69
Luis Montero,SF,72
Luis Scola,SF,68
Luol Deng,SF,69
Manu Ginobili,SF,70
Marcus Morris Sr.,SF,70
Marcus Smart,SF,70
Marreese Speights,SF,70
Marvin Williams,SF,68
Mason Plumlee,SF,71
Matt Barnes,SF,69
Matthew Dellavedova,SF,71
Maurice Harkless,SF,69
Michael Beasley,SF,70
Mike Muscala,SF,70
Mike Scott,SF,70
Mo Williams,SF,68
Monta Ellis,SF,70
Montrezl Harrell,SF,68
Myles Turner,SF,69
Nazr Mohammed,SF,69
Nick Collison,SF,69
Nicolas Batum,SF,70
Noah Vonleh,SF,68
Norman Powell,SF,68
PJ Hairston,SF,67
Pablo Prigioni,SF,68
Pat Connaughton,SF,71
Patrick Beverley,SF,68
Patrick Patterson,SF,69
Patty Mills,SF,70
Paul George,SF,72
Paul Millsap,SF,70
Paul Pierce,SF,67
RJ Hunter,SF,67
Randy Foye,SF,69
Raymond Felton,SF,71
Reggie Bullock,SF,73
Reggie Jackson,SF,72
Richard Jefferson,SF,69
Rodney Stuckey,SF,70
Russell Westbrook,SF,73
Salah Mejri,SF,69
Serge Ibaka,SF,69
Shaun Livingston,SF,70
Solomon Hill,SF,69
Spencer Dinwiddie,SF,79
Spencer Hawes,SF,70
Stanley Johnson,SF,69
Stephen Curry,SF,72
Steve Blake,SF,70
Steven Adams,SF,70
Terrence Ross,SF,69
Terry Rozier,SF,69
Thabo Sefolosha,SF,70
Tim Duncan,SF,69
Tim Hardaway Jr.,SF,68
Timofey Mozgov,SF,69
Tobias Harris,SF,70
Tony Allen,SF,68
Tony Parker,SF,71
Trevor Ariza,SF,67
Tristan Thompson,SF,69
Troy Daniels,SF,66
Ty Lawson,SF,69
Tyler Hansbrough,SF,64
Tyler Johnson,SF,70
Tyler Zeller,SF,70
Udonis Haslem,SF,70
Vince Carter,SF,70
Wesley Johnson,SF,68
Wesley Matthews,SF,69
Xavier Munford,SF,69
Zach Randolph,SF,70
Zaza Pachulia,SF,70
Aaron Brooks,SF,72
Al Horford,SF,71
Al-Farouq Aminu,SF,69
Alex Abrines,SF,68
Allen Crabbe,SF,68
Amir Johnson,SF,69
Andre Iguodala,SF,69
Andre Roberson,SF,69
Andrew Harrison,SF,70
Anthony Morrow,SF,70
Austin Rivers,SF,68
Avery Bradley,SF,69
Blake Griffin,SF,71
Bobby Brown,SF,73
Bobby Portis,SF,70
Bojan Bogdanovic,SF,69
Boris Diaw,SF,70
Bradley Beal,SF,70
Brandan Wright,SF,68
Brandon Bass,SF,69
Brandon Jennings,SF,69
Bryn Forbes,SF,68
CJ McCollum,SF,70
CJ Miles,SF,68
Cameron Payne,SF,71
Channing Frye,SF,70
Chris Paul,SF,74
Clint Capela,SF,70
Cory Joseph,SF,71
Cristiano Felicio,SF,69
Dahntay Jones,SF,70
Damian Jones,SF,68
Damian Lillard,SF,71
Daniel Ochefu,SF,66
Danny Green,SF,69
Dante Exum,SF,70
David Lee,SF,69
David West,SF,71
Davis Bertans,SF,69
DeAndre Jordan,SF,70
DeMar DeRozan,SF,71
DeMarre Carroll,SF,69
Dejounte Murray,SF,70
Delon Wright,SF,70
Dennis Schroder,SF,72
Denzel Valentine,SF,70
Deron Williams,SF,70
Derrick Favors,SF,70
Derrick Williams,SF,71
Dewayne Dedmon,SF,71
Deyonta Davis,SF,70
Domantas Sabonis,SF,69
Doug McDermott,SF,69
Draymond Green,SF,71
Dwight Howard,SF,70
Dwyane Wade,SF,70
Enes Freedom,SF,69
Eric Gordon,SF,69
Ersan Ilyasova,SF,69
Evan Turner,SF,70
Fred VanVleet,SF,71
George Hill,SF,70
Gerald Green,SF,70
Giannis Antetokounmpo,SF,71
Glenn Robinson III,SF,71
Gordon Hayward,SF,71
Greg Monroe,SF,71
Ian Clark,SF,70
Ian Mahinmi,SF,69
Iman Shumpert,SF,69
Isaiah Canaan,SF,69
Isaiah Taylor,SF,66
Isaiah Thomas,SF,72
JJ Redick,SF,69
JR Smith,SF,69
JaMychal Green,SF,69
JaVale McGee,SF,70
Jae Crowder,SF,70
Jake Layman,SF,70
Jakob Poeltl,SF,69
Jamal Crawford,SF,69
James Ennis III,SF,69
James Harden,SF,73
James Jones,SF,66
James Michael McAdoo,SF,69
James Young,SF,69
Jarell Martin,SF,68
Jason Smith,SF,69
Jason Terry,SF,68
Jaylen Brown,SF,69
Jeff Teague,SF,71
Jeff Withey,SF,69
Jerami Grant,SF,70
Jerian Grant,SF,69
Jimmy Butler,SF,71
Joe Ingles,SF,69
Joe Johnson,SF,70
Joel Anthony,SF,69
Joel Bolomboy,SF,69
Joffrey Lauvergne,SF,72
John Henson,SF,68
John Wall,SF,73
Jonas Jerebko,SF,70
Jonas Valanciunas,SF,70
Jonathon Simmons,SF,70
Jordan Mickey,SF,68
Jose Calderon,SF,70
Jusuf Nurkic,SF,71
Kawhi Leonard,SF,72
Kelly Olynyk,SF,70
Kelly Oubre Jr.,SF,69
Kent Bazemore,SF,70
Kevin Durant,SF,72
Kevin Love,SF,70
Kevin Seraphin,SF,70
Khris Middleton,SF,70
Klay Thompson,SF,69
Kris Humphries,SF,64
Kyle Anderson,SF,71
Kyle Korver,SF,69
Kyle Lowry,SF,71
Kyle Singler,SF,65
Kyle Wiltjer,SF,73
Kyrie Irving,SF,71
LaMarcus Aldridge,SF,70
Lance Stephenson,SF,71
Lavoy Allen,SF,65
LeBron James,SF,73
Lou Williams,SF,69
Luc Mbah a Moute,SF,69
Lucas Nogueira,SF,70
Malcolm Brogdon,SF,70
Malcolm Delaney,SF,74
Manu Ginobili,SF,70
Marc Gasol,SF,71
Marcin Gortat,SF,69
Marcus Smart,SF,70
Markieff Morris,SF,69
Marreese Speights,SF,70
Matt Barnes,SF,68
Matthew Dellavedova,SF,69
Maurice Harkless,SF,68
Meyers Leonard,SF,67
Michael Beasley,SF,68
Michael Carter-Williams,SF,69
Mike Conley,SF,73
Mike Dunleavy,SF,69
Mike Muscala,SF,68
Mirza Teletovic,SF,67
Monta Ellis,SF,69
Montrezl Harrell,SF,69
Myles Turner,SF,69
Nene,SF,70
Nikola Mirotic,SF,69
Noah Vonleh,SF,69
Norman Powell,SF,70
Norris Cole,SF,67
Otto Porter Jr.,SF,70
P.J. Tucker,SF,69
Pascal Siakam,SF,66
Pat Connaughton,SF,70
Patrick Beverley,SF,70
Patrick McCaw,SF,69
Patrick Patterson,SF,69
Patty Mills,SF,70
Pau Gasol,SF,70
Paul George,SF,72
Paul Millsap,SF,72
Paul Pierce,SF,69
Paul Zipser,SF,69
Rajon Rondo,SF,72
Rashad Vaughn,SF,69
Raul Neto,SF,70
Raymond Felton,SF,69
Richard Jefferson,SF,69
Robin Lopez,SF,70
Rodney Hood,SF,69
Rudy Gobert,SF,70
Russell Westbrook,SF,75
Ryan Anderson,SF,69
Sam Dekker,SF,68
Semaj Christon,SF,71
Serge Ibaka,SF,70
Shabazz Napier,SF,70
Shaun Livingston,SF,69
Sheldon Mac,SF,70
Shelvin Mack,SF,70
Spencer Hawes,SF,69
Stephen Curry,SF,72
Steven Adams,SF,69
Taj Gibson,SF,69
Taurean Prince,SF,69
Terry Rozier,SF,70
Thabo Sefolosha,SF,66
Thaddeus Young,SF,70
Thon Maker,SF,70
Tim Hardaway Jr.,SF,68
Tim Quarterman,SF,71
Tomas Satoransky,SF,70
Tony Parker,SF,71
Tony Snell,SF,69
Trevor Ariza,SF,69
Trey Burke,SF,68
Trey Lyles,SF,71
Tristan Thompson,SF,69
Troy Daniels,SF,68
Troy Williams,SF,67
Tyler Zeller,SF,70
Victor Oladipo,SF,68
Vince Carter,SF,69
Wade Baldwin IV,SF,71
Wayne Selden,SF,68
Wesley Johnson,SF,68
Zach Randolph,SF,69
Zaza Pachulia,SF,70
Aaron Brooks,SF,70
Aaron Jackson,SF,70
Abdel Nader,SF,69
Al Horford,SF,71
Al-Farouq Aminu,SF,70
Alec Burks,SF,71
Alex Abrines,SF,68
Amir Johnson,SF,70
Andre Iguodala,SF,70
Andrew Wiggins,SF,70
Ante Zizic,SF,70
Anthony Davis,SF,71
Aron Baynes,SF,70
Bam Adebayo,SF,68
Ben Simmons,SF,72
Bojan Bogdanovic,SF,69
Bradley Beal,SF,70
Brandon Jennings,SF,69
Brandon Paul,SF,68
Bryn Forbes,SF,68
CJ McCollum,SF,70
CJ Miles,SF,69
Caleb Swanigan,SF,70
Carmelo Anthony,SF,68
Cedi Osman,SF,68
Cheick Diallo,SF,68
Chinanu Onuaku,SF,69
Chris Paul,SF,72
Clint Capela,SF,70
Corey Brewer,SF,69
Cory Joseph,SF,69
Dakari Johnson,SF,64
Damian Jones,SF,69
Damian Lillard,SF,70
Danny Green,SF,67
Dante Exum,SF,70
Dario Saric,SF,70
Darius Miller,SF,69
Darren Collison,SF,70
David Stockton,SF,68
David West,SF,71
Davis Bertans,SF,68
DeAndre Liggins,SF,66
DeMar DeRozan,SF,71
Dejounte Murray,SF,70
Delon Wright,SF,70
Derrick Favors,SF,69
Derrick Rose,SF,70
Derrick White,SF,69
Domantas Sabonis,SF,70
Donovan Mitchell,SF,71
Draymond Green,SF,71
Dwyane Wade,SF,71
E'Twaun Moore,SF,69
Ed Davis,SF,69
Ekpe Udoh,SF,67
Emeka Okafor,SF,65
Eric Bledsoe,SF,70
Eric Gordon,SF,69
Ersan Ilyasova,SF,69
Evan Turner,SF,69
